txn_id,timestamp,user_id,sender_vpa,receiver_vpa,amount,hour,device_id,city,avg_user_amount,is_new_device,is_new_city,minutes_since_last_txn,fraud_type,is_fraud
T0019719,2026-01-06 19:20:53.034043,user_0415,linda73@oksbi,danielgibson@ybl,573.21,17,f8ded777-bb1e-4ae8-97d8-21b8bb93cd40,Chennai,626.1,0,0,28.49,none,0
T0054455,2026-01-25 04:02:41.943273,user_0447,laurapierce@oksbi,vyang@paytm,966.47,23,40afbf3f-3df5-4967-8d86-70bda2224f96,Ahmedabad,1084.29,0,0,66.01,none,0
T0021864,2026-01-15 13:13:44.761692,user_0614,hreeves@oksbi,daychelsea@oksbi,806.93,23,c21c3fb3-a6a5-40ff-93fb-71d0dd326d9c,Ahmedabad,757.13,0,0,792.59,none,0
T0030479,2026-01-15 17:51:33.156769,user_0277,kim62@ybl,cwatson@okhdfcbank,887.54,11,7701f7bb-7bc6-4e1f-864e-e6e389c5b31a,Mumbai,1060.92,0,0,779.35,none,0
T0008917,2026-01-09 10:33:39.534132,user_0523,oreese@ibl,zwalton@ybl,1236.95,7,57d337d3-4fd8-4bbb-992c-11072444d301,Chennai,1082.43,0,0,531.68,none,0
T0049835,2026-01-19 11:52:59.628121,user_0555,nicholasjames@ybl,vanessahuynh@oksbi,634.36,9,d8dff535-c62d-4aea-9e70-bd3000a21367,Chennai,511.78,0,0,714.1,none,0
T0023733,2026-01-20 03:22:22.101360,user_0649,gnguyen@okhdfcbank,reesewilliam@ybl,235.68,13,8f158449-4f40-422f-95b0-2530f020e992,Delhi,262.44,0,0,1500.6,none,0
T0026200,2026-01-14 05:04:44.535943,user_0190,susan08@oksbi,thomas36@okhdfcbank,1861.38,14,ae62990c-19bd-4f93-b8ef-7666b7a4c719,Chennai,1511.37,0,0,191.81,none,0
T0036115,2026-01-16 13:02:33.786613,user_0737,chelseywhite@paytm,isanford@okhdfcbank,778.16,6,b076a7dc-fd0c-4433-8a5e-151b23d3cd4c,Pune,711.97,0,1,216.01,none,0
T0056600,2026-01-30 16:02:47.863651,user_0400,gmoss@paytm,johnsonchristina@oksbi,717.53,17,3d85de89-c217-4429-8e20-07247d137018,Chennai,899.66,0,0,901.64,none,0
T0023394,2026-01-18 21:06:40.505143,user_0305,oschultz@ibl,jamesmegan@ybl,1134.18,6,797e3984-ded7-43ef-b5e4-a9c12d761ffa,Pune,1056.87,0,1,420.05,none,0
T0009472,2026-01-08 17:03:08.584253,user_0727,stephanielittle@ibl,tcarr@ybl,1430.3,5,7eccdaf4-c413-4dc2-85c5-ae8abe15ad12,Pune,1014.9,0,0,531.7,none,0
T0007455,2026-01-06 18:43:15.676328,user_0153,riverajenna@paytm,madisonadams@ybl,1369.64,10,78660765-14f7-4e8d-95bc-b8d04094dded,Delhi,1608.24,0,0,597.69,none,0
T0059112,2026-02-08 18:25:38.887738,user_0271,qpearson@paytm,christina73@ybl,377.79,13,15969802-b6dd-4257-bb7d-9f1c57eb89b1,Mumbai,660.33,0,0,81.24,none,0
T0013647,2026-01-11 11:20:06.968197,user_0369,omills@ibl,steven97@ibl,119.12,8,f8ded777-bb1e-4ae8-97d8-21b8bb93cd40,Ahmedabad,246.59,0,1,265.76,none,0
T0010286,2026-01-06 21:29:42.918588,user_0029,kennedyjames@paytm,heidigonzales@paytm,1113.62,21,96792482-a3c9-48e4-8d22-38e6c7bf4fbc,Ahmedabad,1425.12,0,1,590.7,none,0
T0049053,2026-02-04 12:00:33.312489,user_0454,csmith@ybl,smithjames@okhdfcbank,832.01,9,75b17a55-d426-4982-a43e-4288a2b5b498,Mumbai,696.45,0,0,162.89,none,0
T0042458,2026-01-23 12:29:12.029428,user_0467,kanejeremy@oksbi,kim21@ybl,2198.03,20,473bd358-610e-4a64-a130-1617c2dff335,Jaipur,1432.13,0,0,77.55,none,0
T0001623,2026-01-01 19:20:06.169114,user_0024,destiny35@ybl,vcollins@ybl,1807.09,7,50032b35-1857-4baf-bac7-e2b96a7e4c36,Kolkata,1175.34,0,0,475.93,none,0
T0006934,2026-01-05 14:02:24.245964,user_0677,kjacobs@oksbi,tonytran@ybl,149.66,21,8e969227-72e7-4b51-ae54-ac6d2ff8e87e,Jaipur,237.82,0,0,413.81,none,0
T0032253,2026-01-13 00:24:15.822510,user_0755,omosley@ibl,tammy33@ibl,1058.3,8,d9b59f84-edc3-41c3-adea-2d2d086c405f,Delhi,803.07,0,0,1262.11,none,0
T0012210,2026-01-06 17:33:28.484275,user_0056,valdezandrew@ybl,donaldrussell@oksbi,334.2,8,86341718-2ba6-4db3-bafe-b1149561c813,Jaipur,415.87,0,0,151.03,none,0
T0037699,2026-01-16 07:20:00.285781,user_0566,sanchezamy@paytm,njones@oksbi,836.34,1,06e3f949-8cd3-4c62-8482-9b71ae84b81c,Ahmedabad,730.65,0,0,534.97,none,0
T0009938,2026-01-07 02:25:16.732836,user_0487,jamesbrooks@ybl,mikayla02@okhdfcbank,1735.1,18,51facefa-d6f8-4f7a-82fa-1da878308631,Mumbai,1752.15,0,0,461.7,none,0
T0002843,2026-01-03 20:28:44.759611,user_0383,justin84@ibl,timothykim@ibl,1768.13,21,f510ab53-c7fe-439f-9190-f938a66fd7f7,Kolkata,1833.96,0,0,847.17,none,0
T0021195,2026-01-10 07:39:55.176593,user_0310,michael94@oksbi,bakeralison@paytm,343.58,11,093923de-8bab-4e3b-a628-6bfbe767dcea,Ahmedabad,433.53,0,1,371.65,none,0
T0026437,2026-01-13 18:50:45.876601,user_0174,harrismaria@ybl,rlynch@paytm,1500.1,9,51b30182-f7fe-404f-a5f3-0779f6ee5cdb,Kolkata,1297.48,0,0,59.07,none,0
T0020422,2026-01-16 18:02:11.806269,user_0677,kjacobs@oksbi,imartinez@ybl,112.36,21,5f987c71-a65e-488e-abf3-ad39fec21bbe,Jaipur,237.82,0,0,2741.12,none,0
T0039659,2026-01-19 15:11:35.118616,user_0612,kimberly21@oksbi,brianhodges@ibl,745.91,16,7eece88d-a002-452a-b88c-ddde3f2086c2,Bengaluru,692.73,0,0,100.72,none,0
T0000209,2026-01-01 00:48:29.872677,user_0519,lonniegrant@oksbi,robertking@okhdfcbank,563.1,5,1777e8cb-7468-4b98-92fe-2fded918b3e5,Chennai,1108.63,0,0,48.5,none,0
T0020769,2026-01-13 00:09:44.015894,user_0545,robertoaustin@paytm,laguilar@paytm,1071.0,10,a1e518a2-93d2-48d4-a465-5c397d4d2add,Bengaluru,909.77,0,0,92.6,none,0
T0020284,2026-01-14 20:21:04.325646,user_0677,kjacobs@oksbi,brianpowers@ibl,154.59,18,5f987c71-a65e-488e-abf3-ad39fec21bbe,Jaipur,237.82,0,0,1070.93,none,0
T0014951,2026-01-12 22:45:18.052947,user_0392,matthewcollins@paytm,carrollvictoria@okhdfcbank,388.98,17,64880945-ad1d-4537-97f3-4368c2efeecb,Bengaluru,480.83,0,0,254.44,none,0
T0025531,2026-01-14 08:45:27.934071,user_0129,jamesweber@ybl,hodgesronald@ybl,874.59,18,ef158d5b-2d00-4d05-966d-4627e1dace6a,Lucknow,1340.62,0,0,16.71,none,0
T0004064,2026-01-04 19:43:03.413776,user_0759,victor70@paytm,jill17@ibl,189.16,11,8991b01a-a2b0-4c4b-bc96-6b552f8d8ded,Delhi,230.62,0,0,1006.15,none,0
T0043541,2026-01-18 02:04:11.815974,user_0656,rgonzalez@ibl,adriana46@oksbi,652.46,10,cf0df860-ebc9-4914-9176-a9d19a3624d6,Kolkata,438.15,0,0,412.5,none,0
T0026704,2026-01-16 22:55:47.308330,user_0483,michael55@ybl,ortizscott@ibl,364.68,19,044251db-d0d4-4a67-b992-8faa4cbf131d,Chennai,438.59,0,0,130.09,none,0
T0002553,2026-01-02 00:27:25.280480,user_0185,campbellsara@ybl,leahbarker@okhdfcbank,996.15,16,2e326567-d284-454e-bebe-c0db9a3a6103,Chennai,727.57,0,0,281.97,none,0
T0018842,2026-01-11 23:18:44.291832,user_0430,millscarl@paytm,pburnett@ibl,344.23,19,49bc473f-ed7b-4656-a18a-15368c99a894,Kolkata,329.04,0,0,425.55,none,0
T0036234,2026-01-20 04:59:41.380971,user_0183,howardwesley@ibl,smithbrandi@paytm,1432.71,8,2e9ce8ff-084a-4c4b-9146-8cdcf7164b73,Ahmedabad,1231.18,0,0,118.15,none,0
T0031414,2026-01-16 20:09:19.241228,user_0463,sthompson@ibl,wcarney@oksbi,440.5,19,53cd6268-610c-4373-8299-9aa40cdf742b,Kolkata,823.41,0,0,309.1,none,0
T0044841,2026-01-24 09:36:59.423985,user_0121,xglass@paytm,george68@ibl,790.93,21,a5135ea0-fa53-434d-a6d5-901d8b621d41,Hyderabad,799.24,0,0,865.68,none,0
T0036442,2026-01-25 06:54:16.355591,user_0143,heather06@paytm,qyoung@ybl,400.22,12,2e9ce8ff-084a-4c4b-9146-8cdcf7164b73,Pune,385.44,0,0,1684.78,none,0
T0004447,2026-01-03 16:07:03.848607,user_0410,kelli32@okhdfcbank,earlfoley@oksbi,885.69,16,fb10987f-20ac-4703-ab67-146a77a6e17c,Bengaluru,777.41,0,0,74.15,none,0
T0012057,2026-01-07 07:43:11.274321,user_0590,parkerwilliam@paytm,ytrujillo@ybl,699.8,19,17ec889c-86c1-46cb-a996-30f7af77520e,Pune,780.59,0,0,506.22,none,0
T0039139,2026-01-30 00:05:46.382965,user_0786,carlsonjennifer@ibl,daniel22@okhdfcbank,1205.74,9,8d244e3e-c4da-4ddb-a0b1-5abaa6a27967,Jaipur,816.66,0,0,674.96,none,0
T0043032,2026-01-19 02:19:04.430673,user_0329,thomas95@ibl,patelbrianna@ibl,384.62,14,ad05b912-5ab2-4d4a-8bd8-8fcd57a2be4e,Lucknow,319.84,0,0,598.75,none,0
T0039522,2026-01-24 15:02:14.647251,user_0753,gregorywilliams@oksbi,fordmaria@ybl,579.22,19,4082cbb9-48bd-4b3e-a2f5-df2badaa44ca,Mumbai,447.43,0,0,254.49,none,0
T0004253,2026-01-05 06:20:31.653285,user_0369,omills@ibl,jordanboone@ibl,174.65,16,f8ded777-bb1e-4ae8-97d8-21b8bb93cd40,Mumbai,246.59,0,0,1037.55,none,0
T0025306,2026-01-20 16:16:40.498873,user_0108,xmoran@paytm,emily33@oksbi,1087.68,14,9d66e815-5a41-43b3-a95f-176cdebac186,Hyderabad,1094.77,0,0,626.46,none,0
T0028107,2026-01-19 05:17:51.830510,user_0311,staceyvega@ybl,jenna86@oksbi,988.37,16,aaf91531-0200-41f0-8768-a84fa76afde6,Lucknow,741.44,0,0,963.86,none,0
T0046915,2026-01-30 05:12:59.056052,user_0590,parkerwilliam@paytm,matthewpearson@okhdfcbank,909.08,11,17ec889c-86c1-46cb-a996-30f7af77520e,Pune,780.59,0,0,65.94,none,0
T0031599,2026-01-10 19:37:33.904576,user_0771,bryanharris@ybl,ramosdaniel@oksbi,548.63,22,cb08587d-1963-426d-ae21-8b099afd4015,Mumbai,512.96,0,0,6.5,none,0
T0054161,2026-01-24 02:39:31.923679,user_0372,robert24@okhdfcbank,bjohnson@paytm,680.6,19,5a104129-54ae-4d1b-8ce6-424dbef59fe6,Pune,689.02,0,0,270.99,none,0
T0013507,2026-01-07 17:35:53.834821,user_0260,princekimberly@ibl,michellewood@paytm,282.11,10,a3209116-222d-46a4-8163-b6ce1877bc06,Ahmedabad,339.57,0,0,799.81,none,0
T0038368,2026-01-24 12:51:57.948925,user_0642,amanda69@oksbi,michael53@ybl,1962.51,18,ae9bec36-35c7-436c-9b99-62c6e61fecc0,Kolkata,1965.93,0,0,1324.09,none,0
T0058005,2026-01-20 01:38:18.024552,user_0226,aprilmoody@okhdfcbank,valeriethompson@okhdfcbank,227.96,12,e1fdc6d1-6978-4221-bfb7-5c574b8c031f,Chennai,352.03,0,0,1864.84,none,0
T0053986,2026-01-31 18:02:11.601292,user_0105,xclements@ibl,taranunez@okhdfcbank,861.71,14,ec8be537-58ab-4778-943b-45e3b6d1f6bb,Pune,908.81,0,1,1069.85,none,0
T0005646,2026-01-06 12:38:51.130643,user_0431,gregoryjohnson@oksbi,anthonymiller@ybl,1931.0,8,b2a6e468-d02b-4243-8091-3ac10463750e,Jaipur,1422.21,0,1,1534.3,none,0
T0025363,2026-01-13 06:38:14.833313,user_0748,imartinez@paytm,terry86@ybl,289.81,19,aee1e86b-9ea5-46aa-a1ee-6c5bdeef580f,Mumbai,266.78,0,0,617.76,none,0
T0057795,2026-02-06 22:26:20.937226,user_0224,billy73@okhdfcbank,arianafranklin@paytm,747.74,10,e1721c83-ef5e-4376-a723-fb72682b163a,Pune,909.18,0,0,552.88,none,0
T0019538,2026-01-10 10:46:47.550500,user_0647,gilbertcaldwell@okhdfcbank,smithmadison@ibl,511.72,12,9a069295-3b8d-4447-8e61-065f171b1b80,Chennai,979.37,0,0,371.82,none,0
T0024750,2026-01-17 23:16:10.159118,user_0450,megan66@paytm,scott12@paytm,567.93,13,ebd34616-91b7-4d8e-9301-6989bfbbb17f,Mumbai,964.04,0,0,661.2,none,0
T0039169,2026-01-25 05:54:51.143560,user_0600,carl24@ybl,michaelmcdaniel@okhdfcbank,60.57,10,5304317f-af42-412f-b838-b3268e944239,Pune,189.0,0,0,399.21,none,0
T0004600,2026-01-05 01:53:42.299116,user_0305,oschultz@ibl,beckyroberts@ybl,965.2,16,797e3984-ded7-43ef-b5e4-a9c12d761ffa,Ahmedabad,1056.87,0,0,1244.18,none,0
T0044828,2026-02-07 05:28:57.625202,user_0188,julierobles@ybl,wschultz@oksbi,261.36,15,9d3616a1-08de-4921-a60c-b547e2280fe3,Jaipur,377.12,0,0,148.27,none,0
T0010909,2026-01-06 04:29:11.337740,user_0465,dmiller@ibl,rachel59@paytm,706.77,11,8603156a-15ea-4bcf-ab10-21ceaa143cd8,Pune,1289.68,0,0,394.34,none,0
T0015944,2026-01-04 14:17:24.541257,user_0426,barrettamber@oksbi,robertsjohn@okhdfcbank,1008.0,18,16591c89-21eb-4aa9-9a2b-d69c450f69ee,Chennai,1021.31,0,1,482.05,none,0
T0058840,2026-02-02 08:46:14.263861,user_0725,austinharvey@ybl,xsolis@oksbi,241.28,10,cbb18c79-1036-408d-99a0-90075bb47c18,Pune,238.44,0,0,124.77,none,0
T0030649,2026-01-12 03:42:46.129977,user_0602,ashleyprice@ybl,michaelhernandez@ibl,1893.69,13,2877f5d9-0f56-45f8-b048-faa112ae5c22,Bengaluru,1713.46,0,0,97.08,none,0
T0026847,2026-01-16 13:01:38.664656,user_0200,jessicafreeman@ibl,isaiahsmith@ybl,825.74,16,670acc5c-b321-4f21-8dd8-eb85b04d3376,Delhi,501.81,0,0,97.49,none,0
T0052127,2026-01-28 20:28:32.185650,user_0538,zcortez@oksbi,caitlinflores@oksbi,1354.73,19,69fb0763-8a9c-46f7-8ee4-e5125802b640,Ahmedabad,1111.95,0,0,812.2,none,0
T0002872,2026-01-03 19:54:36.757185,user_0694,douglaskelly@paytm,bradleybarker@paytm,788.96,12,a3595d1f-7fe4-442e-bdb7-88a61cdcc4c2,Kolkata,643.6,0,1,1928.85,none,0
T0008039,2026-01-04 20:10:34.513483,user_0550,whitebrittany@ibl,clarkmelissa@ybl,1600.97,14,ccac2fb5-1a0c-4c04-93cd-129110042d82,Pune,1153.91,0,0,1220.72,none,0
T0009934,2026-01-04 14:41:40.117727,user_0688,harrisonwilliam@okhdfcbank,martinsuzanne@ybl,2322.92,14,f6d22a7b-aec7-4a82-948b-4376602a4e57,Bengaluru,1590.87,0,0,2086.99,none,0
T0057424,2026-01-28 14:03:37.428396,user_0251,cindydixon@okhdfcbank,jesseanderson@oksbi,292.94,4,910c4cb7-25f0-4b0a-a64e-f59d6a18e5af,Kolkata,587.0,0,0,530.82,none,0
T0053925,2026-01-31 09:39:50.204309,user_0590,parkerwilliam@paytm,ryanmiller@ybl,1037.93,16,67c0518b-17ef-4621-881c-79d4c27437eb,Pune,780.59,0,0,290.68,none,0
T0009191,2026-01-03 12:01:22.216706,user_0139,james80@oksbi,martinstephanie@ibl,864.46,8,1a2a73ed-562b-4f79-8374-59eef50bea63,Kolkata,740.48,0,0,273.95,none,0
T0050766,2026-01-24 18:55:04.171252,user_0492,jodylewis@paytm,voliver@okhdfcbank,1887.12,6,ccf3a171-56dc-4907-ba6c-34ab6712303a,Kolkata,2140.54,0,0,1532.76,none,0
T0006683,2026-01-06 19:30:39.285208,user_0364,davidroberson@paytm,sandrafinley@ybl,668.42,19,4e7ed827-455a-4762-b428-a656b3ee4d3b,Pune,638.36,0,0,138.96,none,0
T0019390,2026-01-11 03:17:26.840597,user_0606,tgallegos@paytm,james49@ybl,1954.8,23,f5b78cc7-e6b3-4944-8b32-3e357922bac2,Ahmedabad,1524.14,0,0,205.14,none,0
T0036768,2026-01-20 01:13:03.280871,user_0320,wwhite@oksbi,udavis@okhdfcbank,951.99,16,35ce8841-4973-4d6c-8dca-bfb7001a9a8b,Mumbai,762.39,0,0,390.41,none,0
T0030976,2026-01-17 04:48:59.776957,user_0542,oblack@oksbi,ryantran@paytm,473.22,11,3c07c574-4925-4af1-b6aa-e05b13d5f2f7,Chennai,915.49,0,0,470.26,none,0
T0038776,2026-01-18 03:58:40.169121,user_0365,johnsonmichael@oksbi,victoriaponce@ybl,460.51,11,e1721c83-ef5e-4376-a723-fb72682b163a,Mumbai,519.63,0,0,476.94,none,0
T0047229,2026-01-22 15:01:07.598460,user_0074,ronald11@ibl,michael04@okhdfcbank,909.06,13,aaf407f7-0fe7-4149-bc7e-5368b1594847,Mumbai,1735.12,0,0,253.72,none,0
T0050998,2026-01-26 13:42:33.299091,user_0727,stephanielittle@ibl,nicole12@ibl,1022.82,11,7eccdaf4-c413-4dc2-85c5-ae8abe15ad12,Pune,1014.9,0,0,19.12,none,0
T0011769,2026-01-06 18:58:19.569698,user_0071,dawn74@ybl,huangrhonda@ybl,629.94,13,98eeac2b-fe9f-4caa-a182-f347533f5a72,Kolkata,884.82,0,0,20.91,none,0
T0016284,2026-01-11 23:06:04.311029,user_0168,willie87@paytm,kevinyoder@okhdfcbank,533.15,18,5cd8fe1a-dafe-48a9-bc71-e0bef3579560,Chennai,641.32,0,0,125.1,none,0
T0028950,2026-01-12 18:55:39.269982,user_0326,craignicolas@paytm,linda63@okhdfcbank,1304.56,16,861b4f5b-45a0-4539-ade8-370ace9e9ebd,Bengaluru,1275.28,0,0,317.29,none,0
T0002442,2026-01-05 00:09:19.287708,user_0074,ronald11@ibl,athompson@ybl,1656.91,13,aaf407f7-0fe7-4149-bc7e-5368b1594847,Mumbai,1735.12,0,0,174.04,none,0
T0054426,2026-01-24 23:31:31.196821,user_0494,bennettrebecca@ibl,alyssa90@okhdfcbank,640.61,8,84a2576c-1fc9-45f8-94d6-07350e2f8958,Chennai,535.83,0,0,472.65,none,0
T0020058,2026-01-09 19:35:27.497947,user_0645,jared96@ibl,jeanettesaunders@ybl,1166.75,20,71299889-a01a-4992-bf9d-3e64c1a6423b,Jaipur,901.26,0,1,88.2,none,0
T0034844,2026-01-22 13:08:34.794859,user_0194,gwhitehead@ybl,lisajohnston@ybl,762.84,9,adf4e62d-6651-429e-8268-690ba43825b5,Lucknow,1357.64,0,0,1207.17,none,0
T0021084,2026-01-14 15:43:09.442840,user_0576,thomas14@paytm,dudleycody@okhdfcbank,558.65,15,f387e1bd-2d59-42c6-934a-5a2fa7cf705c,Hyderabad,435.29,0,0,340.63,none,0
T0009545,2026-01-03 04:56:03.702441,user_0739,probinson@ibl,omullins@ybl,1029.98,11,25637cc3-ca97-4bf5-95d5-96afa663d2cd,Pune,1234.4,0,1,136.69,none,0
T0030019,2026-01-15 12:59:54.777009,user_0601,morgannicholas@paytm,xbush@oksbi,2328.39,18,436e3c49-770e-49db-b092-d40143675d58,Bengaluru,1806.78,0,0,135.12,none,0
T0052653,2026-01-24 07:04:44.296249,user_0739,probinson@ibl,ccollins@ibl,748.73,8,25637cc3-ca97-4bf5-95d5-96afa663d2cd,Pune,1234.4,0,0,1068.82,none,0
T0032284,2026-01-13 08:17:24.983802,user_0560,roachsusan@ibl,ecannon@ibl,569.69,17,3c9ad14c-ee0c-4eb5-acfe-db992790cebd,Jaipur,961.39,0,1,180.03,none,0
T0049404,2026-01-26 05:00:59.426837,user_0564,briannaalvarez@paytm,marciaromero@oksbi,192.8,4,b93b17fb-f76d-45fd-bd16-45a0d253d966,Lucknow,279.56,0,0,351.9,none,0
T0042730,2026-01-20 14:13:05.475771,user_0797,vwilliams@okhdfcbank,benjamin20@paytm,1064.02,13,74bd0c93-8177-4661-b7fe-032c02571851,Delhi,980.88,0,0,506.25,none,0
T0052664,2026-02-04 18:18:48.051823,user_0756,tom73@oksbi,buchananamanda@paytm,909.86,4,548e1f6b-69ce-4e4e-99a6-92c90d700ea4,Hyderabad,718.24,0,0,1154.03,none,0
T0014164,2026-01-06 21:43:16.673824,user_0788,robert83@oksbi,gtucker@ybl,364.88,18,2a9528c3-5ae1-4bad-aa29-60fda85894df,Hyderabad,330.27,0,0,790.23,none,0
T0017969,2026-01-10 21:38:17.445293,user_0684,steven18@okhdfcbank,angela67@okhdfcbank,452.26,12,5a5226e6-9d64-4932-8066-853d6de299a1,Jaipur,429.59,0,0,71.87,none,0
T0005087,2026-01-04 23:51:08.477709,user_0721,lawrencesmith@okhdfcbank,jonathan49@okhdfcbank,573.3,19,34323ec6-b0c4-401c-a9b7-c0fa26c432f6,Jaipur,569.44,0,0,826.21,none,0
T0036193,2026-01-20 01:53:42.879809,user_0080,pmarsh@oksbi,sjones@okhdfcbank,400.04,2,3e2b6091-a092-452a-94a0-57a7b0cc1b3b,Bengaluru,345.67,0,1,532.68,none,0
T0058186,2026-02-03 07:52:36.369499,user_0605,crawfordjohn@ibl,jonesrobert@ybl,926.88,15,cc1b4157-ec9f-4c54-9e0a-72ab7f5db163,Chennai,703.56,0,0,373.97,none,0
T0017161,2026-01-16 09:18:53.612750,user_0695,mitchellchristopher@ibl,megan55@paytm,873.01,16,9b792afa-2a3d-418d-a754-a29ff143e545,Kolkata,468.23,0,0,1424.97,none,0
T0023544,2026-01-12 09:58:59.391411,user_0547,cgallegos@paytm,proctortamara@oksbi,1596.07,11,eb6c1016-cee6-44d0-9dac-6e8345241ea6,Mumbai,1106.69,0,0,170.21,none,0
T0030292,2026-01-17 02:02:29.403700,user_0617,meyerdonna@okhdfcbank,johnsonmichael@ibl,447.46,10,0ab54bde-20a0-4502-ae06-809725e97977,Jaipur,519.13,0,0,9.71,none,0
T0044499,2026-01-18 02:29:51.447952,user_0685,sanchezcrystal@paytm,aguilarcharlene@ybl,163.96,11,31a3ac4d-828c-47e7-87d5-b7be1d30d990,Ahmedabad,258.55,0,0,218.35,none,0
T0011202,2026-01-05 20:03:53.614721,user_0470,markwolfe@okhdfcbank,diazwilliam@paytm,763.38,9,ec6a37ad-81b1-4db9-88cc-4d49669b29b8,Lucknow,512.06,0,0,1292.9,none,0
T0055481,2026-02-03 15:29:08.602716,user_0211,wilkinsonmichele@ibl,diana35@oksbi,245.35,17,5780be17-12fe-4c2b-9acf-42c5f3a02120,Hyderabad,374.23,0,0,9.15,none,0
T0001737,2026-01-01 02:17:06.275219,user_0514,shane23@ibl,nicoleturner@okhdfcbank,812.83,18,8cc36f3b-c3af-4cfe-b34a-6ca38116e3fc,Kolkata,795.34,0,0,35.3,none,0
T0035757,2026-01-22 23:14:57.868373,user_0146,james73@oksbi,tammydavis@oksbi,1406.49,23,668409e3-f1f8-443e-a99f-131849c8a43f,Delhi,1271.12,0,0,201.78,none,0
T0013547,2026-01-08 07:37:28.933383,user_0079,ynelson@ibl,duanehopkins@ibl,638.43,20,5e717fca-020a-4497-b4ed-51458d9765c7,Lucknow,752.7,0,0,1149.29,none,0
T0039992,2026-01-24 15:34:08.520276,user_0588,ann30@ibl,jruiz@ibl,1262.5,9,47c1c017-6045-4909-936d-47d73e0f84ce,Chennai,968.32,0,0,198.57,none,0
T0031193,2026-01-19 12:22:09.486267,user_0636,efreeman@oksbi,jeremymurphy@ibl,2302.77,22,d0725b5c-a281-4044-af96-288295d82980,Chennai,1274.46,0,0,367.27,none,0
T0027005,2026-01-07 13:49:02.569379,user_0126,shawn22@ybl,wblair@ybl,764.86,17,5d71a898-6497-4593-892e-8c93d105c8d6,Jaipur,1019.57,0,1,1958.02,none,0
T0001578,2026-01-01 16:29:45.544723,user_0777,xjackson@paytm,kimwebb@ibl,1621.11,9,e1fdc6d1-6978-4221-bfb7-5c574b8c031f,Mumbai,1131.6,0,0,62.88,none,0
T0048392,2026-01-14 12:26:09.321463,user_0226,aprilmoody@okhdfcbank,pbarnes@ybl,409.89,14,0b531932-bd94-49aa-bea6-e5b20c760d28,Chennai,352.03,0,0,635.05,none,0
T0048886,2026-02-07 14:55:57.154444,user_0380,twright@ibl,emily05@paytm,657.32,9,61ee411a-1bac-47a7-b386-f7a4c991603f,Delhi,699.9,0,0,571.68,none,0
T0057336,2026-02-01 17:17:26.265183,user_0327,nguyenchloe@ibl,mfrank@okhdfcbank,915.98,11,c1b5b5ca-bc35-46df-94f7-9dbac5811d2d,Bengaluru,562.08,0,0,989.09,none,0
T0051690,2026-01-28 00:38:07.636615,user_0364,davidroberson@paytm,maria61@ybl,965.43,0,282787f5-e4b2-4235-8d6a-1ef9ad938586,Mumbai,638.36,1,1,14.55,geo_jump,1
T0045850,2026-02-01 09:19:56.166200,user_0598,annette58@ybl,stephenyoung@ibl,555.0,13,b0e6a969-e213-42b0-b1ee-dba313432e61,Lucknow,696.98,0,0,36.34,none,0
T0046503,2026-01-29 18:37:44.064543,user_0725,austinharvey@ybl,alejandra97@ibl,231.23,8,43bfd931-3605-4f54-a021-c0ca3531968d,Pune,238.44,0,0,534.63,none,0
T0013003,2026-01-05 15:42:05.810434,user_0276,tking@oksbi,derek63@ybl,2350.14,18,0b6c03c8-721e-4419-afc3-e6495e911b91,Ahmedabad,1700.94,0,0,2106.73,none,0
T0030547,2026-01-22 16:14:37.629675,user_0652,pmurphy@paytm,zgomez@oksbi,308.49,10,4c6a70f4-8ede-444d-876c-f68c3f1be0d0,Mumbai,631.23,0,0,496.93,none,0
T0055529,2026-01-27 14:37:58.804741,user_0498,pricejoseph@ibl,webbstephanie@ybl,538.21,15,cfd7f3b9-c68f-4ba5-9e0d-02b5fe7402cd,Delhi,383.56,0,0,45.31,none,0
T0019485,2026-01-09 06:54:42.789566,user_0429,marcus51@paytm,nicholas41@oksbi,176.46,12,fa207403-4ab4-47e3-a360-76812bbba89d,Pune,222.16,0,0,1659.68,none,0
T0031558,2026-01-19 02:13:39.537524,user_0235,shawdon@oksbi,nathannguyen@paytm,712.67,19,9a1de644-815e-46d1-bb8f-aa1837f8a88b,Pune,719.38,0,0,240.08,none,0
T0059561,2026-01-29 04:41:22.279702,user_0228,williamsdeborah@paytm,floydvicki@ybl,224.57,4,dcb9075e-cdd7-4460-a140-77d39ec4ea48,Chennai,240.9,0,0,278.39,none,0
T0017718,2026-01-14 22:39:57.529526,user_0213,lunapatricia@oksbi,david14@paytm,1224.79,11,66d71d97-b193-48b8-ae49-c0799bd0d4c7,Lucknow,946.37,0,0,1012.12,none,0
T0003785,2026-01-04 02:02:42.910765,user_0063,chelseastrickland@oksbi,ashleysolis@ybl,1307.55,12,1d0bc9bd-e9b5-45cf-9766-5cdafe049059,Kolkata,947.84,0,0,837.35,none,0
T0022093,2026-01-16 05:51:24.342835,user_0502,lopezvincent@oksbi,whitepaula@paytm,505.78,2,b1d81887-4739-4c7b-bff3-0c8d83ff3e96,Delhi,839.04,0,0,775.15,none,0
T0013412,2026-01-09 01:20:39.831733,user_0184,kristin49@ybl,aaronsmith@paytm,1693.76,8,3c20592f-c04a-46c4-b3b6-3fe1d1843324,Jaipur,1643.58,0,0,134.09,none,0
